number,type
9271,Transfer
9272,Refund
9273,Transfer
9274,Refund
9275,Transfer
9276,Refund
9277,Transfer
9278,Refund
9279,Transfer
9280,Refund
9281,Transfer
9282,Refund
9283,Transfer
9284,Refund
9285,Transfer
9286,Refund
9287,Transfer
9288,Refund
9289,Transfer
9290,Refund
9291,Transfer
9292,Refund
9293,Transfer
9294,Refund
9295,Transfer
9296,Refund
9297,Transfer
9298,Refund
9299,Transfer
9300,Refund
9301,Transfer
9302,Refund
9303,Transfer
9304,Refund
9305,Transfer
9306,Refund
9307,Transfer
9308,Refund
9309,Transfer
9310,Refund
9311,Transfer
9312,Refund
9313,Transfer
9314,Refund
9315,Transfer
9316,Refund
9317,Transfer
9318,Refund
9319,Transfer
9320,Refund
9321,Transfer
9322,Refund
9323,Transfer
9324,Refund
9325,Transfer
9326,Refund
9327,Transfer
9328,Refund
9329,Transfer
9330,Refund
9331,Transfer
9332,Refund
9333,Transfer
9334,Refund
9335,Transfer
9336,Refund
9337,Transfer
9338,Refund
9339,Transfer
9340,Refund
9341,Transfer
9342,Refund
9343,Transfer
9344,Refund
9345,Transfer
9346,Refund
9347,Transfer
9348,Refund
9349,Transfer
9350,Refund
9351,Transfer
9352,Refund
9353,Transfer
9354,Refund
9355,Transfer
9356,Refund
9357,Transfer
9358,Refund
9359,Transfer
9360,Refund
9361,Transfer
9362,Refund
9363,Transfer
9364,Refund
9365,Transfer
9366,Refund
9367,Transfer
9368,Refund
9369,Transfer
9370,Refund
9371,Transfer
9372,Refund
9373,Transfer
9374,Refund
9375,Transfer
9376,Refund
9377,Transfer
9378,Refund
9379,Transfer
9380,Refund
9381,Transfer
9382,Refund
9383,Transfer
9384,Refund
9385,Transfer
9386,Refund
9387,Transfer
9388,Refund
9389,Transfer
9390,Refund
9391,Transfer
9392,Refund
9393,Transfer
9394,Refund
9395,Transfer
9396,Refund
9397,Transfer
9398,Refund
9399,Transfer
9400,Refund
9401,Transfer
9402,Refund
9403,Transfer
9404,Refund
9405,Transfer
9406,Refund
9407,Transfer
9408,Refund
9409,Transfer
9410,Refund
9411,Transfer
9412,Refund
9413,Transfer
9414,Refund
9415,Transfer
9416,Refund
9417,Transfer
9418,Refund
9419,Transfer
9420,Refund
9421,Transfer
9422,Refund
9423,Transfer
9424,Refund
9425,Transfer
9426,Refund
9427,Transfer
9428,Refund
9429,Transfer
9430,Refund
9431,Transfer
9432,Refund
9433,Transfer
9434,Refund
9435,Transfer
9436,Refund
9437,Transfer
9438,Refund
9439,Transfer
9440,Refund
9441,Transfer
9442,Refund
9443,Transfer
9444,Refund
9445,Transfer
9446,Refund
9447,Transfer
9448,Refund
9449,Transfer
9450,Refund
9451,Transfer
9452,Refund
9453,Transfer
9454,Refund
9455,Transfer
9456,Refund
9457,Transfer
9458,Refund
9459,Transfer
9460,Refund
9461,Transfer
9462,Refund
9463,Transfer
9464,Refund
9465,Transfer
9466,Refund
9467,Transfer
9468,Refund
9469,Transfer
9470,Refund
9471,Transfer
9472,Refund
9473,Transfer
9474,Refund
9475,Transfer
9476,Refund
9477,Transfer
9478,Refund
9479,Transfer
9480,Refund
9481,Transfer
9482,Refund
9483,Transfer
9484,Refund
9485,Transfer
9486,Refund
9487,Transfer
9488,Refund
9489,Transfer
9490,Refund
9491,Transfer
9492,Refund
9493,Transfer
9494,Refund
9495,Transfer
9496,Refund
9497,Transfer
9498,Refund
9499,Transfer
9500,Refund
9501,Transfer
9502,Refund
9503,Transfer
9504,Refund
9505,Transfer
9506,Refund
9507,Transfer
9508,Refund
9509,Transfer
9510,Refund
9511,Transfer
9512,Refund
9513,Transfer
9514,Refund
9515,Transfer
9516,Refund
9517,Transfer
9518,Refund
9519,Transfer
9520,Refund
9521,Transfer
9522,Refund
9523,Transfer
9524,Refund
9525,Transfer
9526,Refund
9527,Transfer
9528,Refund
9529,Transfer
9530,Refund
9531,Transfer
9532,Refund
9533,Transfer
9534,Refund
9535,Transfer
9536,Refund
9537,Transfer
9538,Refund
9539,Transfer
9540,Refund
9541,Transfer
9542,Refund
9543,Transfer
9544,Refund
9545,Transfer
9546,Refund
9547,Transfer
9548,Refund
9549,Transfer
9550,Refund
9551,Transfer
9552,Refund
9553,Transfer
9554,Refund
9555,Transfer
9556,Refund
9557,Transfer
9558,Refund
9559,Transfer
9560,Refund
9561,Transfer
9562,Refund
9563,Transfer
9564,Refund
9565,Transfer
9566,Refund
9567,Transfer
9568,Refund
9569,Transfer
9570,Refund
9571,Transfer
9572,Refund
9573,Transfer
9574,Refund
9575,Transfer
9576,Refund
9577,Transfer
9578,Refund
9579,Transfer
9580,Refund
9581,Transfer
9582,Refund
9583,Transfer
9584,Refund
9585,Transfer
9586,Refund
9587,Transfer
9588,Refund
9589,Transfer
9590,Refund
9591,Transfer
9592,Refund
9593,Transfer
9594,Refund
9595,Transfer
9596,Refund
9597,Transfer
9598,Refund
9599,Transfer
9600,Refund
9601,Transfer
9602,Refund
9603,Transfer
9604,Refund
9605,Transfer
9606,Refund
9607,Transfer
9608,Refund
9609,Transfer
9610,Refund
9611,Transfer
9612,Refund
9613,Transfer
9614,Refund
9615,Transfer
9616,Refund
9617,Transfer
9618,Refund
9619,Transfer
9620,Refund
9621,Transfer
9622,Refund
9623,Transfer
9624,Refund
9625,Transfer
9626,Refund
9627,Transfer
9628,Refund
9629,Transfer
9630,Refund
9631,Transfer
9632,Refund
9633,Transfer
9634,Refund
9635,Transfer
9636,Refund
9637,Transfer
9638,Refund
9639,Transfer
9640,Refund
9641,Transfer
9642,Refund
9643,Transfer
9644,Refund
9645,Transfer
9646,Refund
9647,Transfer
9648,Refund
9649,Transfer
9650,Refund
9651,Transfer
9652,Refund
9653,Transfer
9654,Refund
9655,Transfer
9656,Refund
9657,Transfer
9658,Refund
9659,Transfer
9660,Refund
9661,Transfer
9662,Refund
9663,Transfer
9664,Refund
9665,Transfer
9666,Refund
9667,Transfer
9668,Refund
9669,Transfer
9670,Refund
9671,Transfer
9672,Refund
9673,Transfer
9674,Refund
9675,Transfer
9676,Refund
9677,Transfer
9678,Refund
9679,Transfer
9680,Refund
9681,Transfer
9682,Refund
9683,Transfer
9684,Refund
9685,Transfer
9686,Refund
9687,Transfer
9688,Refund
9689,Transfer
9690,Refund
9691,Transfer
9692,Refund
9693,Transfer
9694,Refund
9695,Transfer
9696,Refund
9697,Transfer
9698,Refund
9699,Transfer
9700,Refund
9701,Transfer
9702,Refund
9703,Transfer
9704,Refund
9705,Transfer
9706,Refund
9707,Transfer
9708,Refund
9709,Transfer
9710,Refund
9711,Transfer
9712,Refund
9713,Transfer
9714,Refund
9715,Transfer
9716,Refund
9717,Transfer
9718,Refund
9719,Transfer
9720,Refund
9721,Transfer
9722,Refund
9723,Transfer
9724,Refund
9725,Transfer
9726,Refund
9727,Transfer
9728,Refund
9729,Transfer
9730,Refund
9731,Transfer
9732,Refund
9733,Transfer
9734,Refund
9735,Transfer
9736,Refund
9737,Transfer
9738,Refund
9739,Transfer
9740,Refund
9741,Transfer
9742,Refund
9743,Transfer
9744,Refund
9745,Transfer
9746,Refund
9747,Transfer
9748,Refund
9749,Transfer
9750,Refund
9751,Transfer
9752,Refund
9753,Transfer
9754,Refund
9755,Transfer
9756,Refund
9757,Transfer
9758,Refund
9759,Transfer
9760,Refund
9761,Transfer
9762,Refund
9763,Transfer
9764,Refund
9765,Transfer
9766,Refund
9767,Transfer
9768,Refund
9769,Transfer
9770,Refund
9771,Transfer
9772,Refund
9773,Transfer
9774,Refund
9775,Transfer
9776,Refund
9777,Transfer
9778,Refund
9779,Transfer
9780,Refund
9781,Transfer
9782,Refund
9783,Transfer
9784,Refund
9785,Transfer
9786,Refund
9787,Transfer
9788,Refund
9789,Transfer
9790,Refund
9791,Transfer
9792,Refund
9793,Transfer
9794,Refund
9795,Transfer
9796,Refund
9797,Transfer
9798,Refund
9799,Transfer
9800,Refund
9801,Transfer
9802,Refund
9803,Transfer
9804,Refund
9805,Transfer
9806,Refund
9807,Transfer
9808,Refund
9809,Transfer
9810,Refund
9811,Transfer
9812,Refund
9813,Transfer
9814,Refund
9815,Transfer
9816,Refund
9817,Transfer
9818,Refund
9819,Transfer
9820,Refund
9821,Transfer
9822,Refund
9823,Transfer
9824,Refund
9825,Transfer
9826,Refund
9827,Transfer
9828,Refund
9829,Transfer
9830,Refund
9831,Transfer
9832,Refund
9833,Transfer
9834,Refund
9835,Transfer
9836,Refund
9837,Transfer
9838,Refund
9839,Transfer
9840,Refund
9841,Transfer
9842,Refund
9843,Transfer
9844,Refund
9845,Transfer
9846,Refund
9847,Transfer
9848,Refund
9849,Transfer
9850,Refund
9851,Transfer
9852,Refund
9853,Transfer
9854,Refund
9855,Transfer
9856,Refund
9857,Transfer
9858,Refund
9859,Transfer
9860,Refund
9861,Transfer
9862,Refund
9863,Transfer
9864,Refund
9865,Transfer
9866,Refund
9867,Transfer
9868,Refund
9869,Transfer
9870,Refund
9871,Transfer
9872,Refund
9873,Transfer
9874,Refund
9875,Transfer
9876,Refund
9877,Transfer
9878,Refund
9879,Transfer
9880,Refund
9881,Transfer
9882,Refund
9883,Transfer
9884,Refund
9885,Transfer
9886,Refund
9887,Transfer
9888,Refund
9889,Transfer
9890,Refund
9891,Transfer
9892,Refund
9893,Transfer
9894,Refund
9895,Transfer
9896,Refund
9897,Transfer
9898,Refund
9899,Transfer
9900,Refund
9901,Transfer
9902,Refund
9903,Transfer
9904,Refund
9905,Transfer
9906,Refund
9907,Transfer
9908,Refund
9909,Transfer
9910,Refund
9911,Transfer
9912,Refund
9913,Transfer
9914,Refund
9915,Transfer
9916,Refund
9917,Transfer
9918,Refund
9919,Transfer
9920,Refund
9921,Transfer
9922,Refund
9923,Transfer
9924,Refund
9925,Transfer
9926,Refund
9927,Transfer
9928,Refund
9929,Transfer
9930,Refund
9931,Transfer
9932,Refund
9933,Transfer
9934,Refund
9935,Transfer
9936,Refund
9937,Transfer
9938,Refund
9939,Transfer
9940,Refund
9941,Transfer
9942,Refund
9943,Transfer
9944,Refund
9945,Transfer
9946,Refund
9947,Transfer
9948,Refund
9949,Transfer
9950,Refund
9951,Transfer
9952,Refund
9953,Transfer
9954,Refund
9955,Transfer
9956,Refund
9957,Transfer
9958,Refund
9959,Transfer
9960,Refund
9961,Transfer
9962,Refund
9963,Transfer
9964,Refund
9965,Transfer
9966,Refund
9967,Transfer
9968,Refund
9969,Transfer
9970,Refund
9971,Transfer
9972,Refund
9973,Transfer
9974,Refund
9975,Transfer
9976,Refund
9977,Transfer
9978,Refund
9979,Transfer
9980,Refund
9981,Transfer
9982,Refund
9983,Transfer
9984,Refund
9985,Transfer
9986,Refund
9987,Transfer
9988,Refund
9989,Transfer
9990,Refund
9991,Transfer
9992,Refund
9993,Transfer
9994,Refund
9995,Transfer
9996,Refund
9997,Transfer
9998,Refund
9999,Transfer
10000,Refund
10001,Transfer
10002,Refund
10003,Transfer
10004,Refund
10005,Transfer
10006,Refund
10007,Transfer
10008,Refund
10009,Transfer
10010,Refund
10011,Transfer
10012,Refund
10013,Transfer
10014,Refund
10015,Transfer
10016,Refund
10017,Transfer
10018,Refund
10019,Transfer
10020,Refund
10021,Transfer
10022,Refund
10023,Transfer
10024,Refund
10025,Transfer
10026,Refund
10027,Transfer
10028,Refund
10029,Transfer
10030,Refund
10031,Transfer
10032,Refund
10033,Transfer
10034,Refund
10035,Transfer
10036,Refund
10037,Transfer
10038,Refund
10039,Transfer
10040,Refund
10041,Transfer
10042,Refund
10043,Transfer
10044,Refund
10045,Transfer
10046,Refund
10047,Transfer
10048,Refund
10049,Transfer
10050,Refund
10051,Transfer
10052,Refund
10053,Transfer
10054,Refund
10055,Transfer
10056,Refund
10057,Transfer
10058,Refund
10059,Transfer
10060,Refund
10061,Transfer
10062,Refund
10063,Transfer
10064,Refund
10065,Transfer
10066,Refund
10067,Transfer
10068,Refund
10069,Transfer
10070,Refund
10071,Transfer
10072,Refund
10073,Transfer
10074,Refund
10075,Transfer
10076,Refund
10077,Transfer
10078,Refund
10079,Transfer
10080,Refund
10081,Transfer
10082,Refund
10083,Transfer
10084,Refund
10085,Transfer
10086,Refund
10087,Transfer
10088,Refund
10089,Transfer
10090,Refund
10091,Transfer
10092,Refund
10093,Transfer
10094,Refund
10095,Transfer
10096,Refund
10097,Transfer
10098,Refund
10099,Transfer
10100,Refund
10101,Transfer
10102,Refund
10103,Transfer
10104,Refund
10105,Transfer
10106,Refund
10107,Transfer
10108,Refund
10109,Transfer
10110,Refund
10111,Transfer
10112,Refund
10113,Transfer
10114,Refund
10115,Transfer
10116,Refund
10117,Transfer
10118,Refund
10119,Transfer
10120,Refund
10121,Transfer
10122,Refund
10123,Transfer
10124,Refund
10125,Transfer
10126,Refund
10127,Transfer
10128,Refund
10129,Transfer
10130,Refund
10131,Transfer
10132,Refund
10133,Transfer
10134,Refund
10135,Transfer
10136,Refund
10137,Transfer
10138,Refund
10139,Transfer
10140,Refund
10141,Transfer
10142,Refund
10143,Transfer
10144,Refund
10145,Transfer
10146,Refund
10147,Transfer
10148,Refund
10149,Transfer
10150,Refund
10151,Transfer
10152,Refund
10153,Transfer
10154,Refund
10155,Transfer
10156,Refund
10157,Transfer
10158,Refund
10159,Transfer
10160,Refund
10161,Transfer
10162,Refund
10163,Transfer
10164,Refund
10165,Transfer
10166,Refund
10167,Transfer
10168,Refund
10169,Transfer
10170,Refund
10171,Transfer
10172,Refund
10173,Transfer
10174,Refund
10175,Transfer
10176,Refund
10177,Transfer
10178,Refund
10179,Transfer
10180,Refund
10181,Transfer
10182,Refund
10183,Transfer
10184,Refund
10185,Transfer
10186,Refund
10187,Transfer
10188,Refund
10189,Transfer
10190,Refund
10191,Transfer
10192,Refund
10193,Transfer
10194,Refund
10195,Transfer
10196,Refund
10197,Transfer
10198,Refund
10199,Transfer
10200,Refund
10201,Transfer
10202,Refund
10203,Transfer
10204,Refund
10205,Transfer
10206,Refund
10207,Transfer
10208,Refund
10209,Transfer
10210,Refund
10211,Transfer
10212,Refund
10213,Transfer
10214,Refund
10215,Transfer
10216,Refund
10217,Transfer
10218,Refund
10219,Transfer
10220,Refund
10221,Transfer
10222,Refund
10223,Transfer
10224,Refund
10225,Transfer
10226,Refund
10227,Transfer
10228,Refund
10229,Transfer
10230,Refund
10231,Transfer
10232,Refund
10233,Transfer
10234,Refund
10235,Transfer
10236,Refund
10237,Transfer
10238,Refund
10239,Transfer
10240,Refund
10241,Transfer
10242,Refund
10243,Transfer
10244,Refund
10245,Transfer
10246,Refund
10247,Transfer
10248,Refund
10249,Transfer
10250,Refund
10251,Transfer
10252,Refund
10253,Transfer
10254,Refund
10255,Transfer
10256,Refund
10257,Transfer
10258,Refund
10259,Transfer
10260,Refund
10261,Transfer
10262,Refund
10263,Transfer
10264,Refund
10265,Transfer
10266,Refund
10267,Transfer
10268,Refund
10269,Transfer
10270,Refund
10271,Transfer
10272,Refund
10273,Transfer
10274,Refund
10275,Transfer
10276,Refund
10277,Transfer
10278,Refund
10279,Transfer
10280,Refund
10281,Transfer
10282,Refund
10283,Transfer
10284,Refund
10285,Transfer
10286,Refund
10287,Transfer
10288,Refund
10289,Transfer
10290,Refund
10291,Transfer
10292,Refund
10293,Transfer
10294,Refund
10295,Transfer
10296,Refund
10297,Transfer
10298,Refund
10299,Transfer
10300,Refund
10301,Transfer
10302,Refund
10303,Transfer
10304,Refund
10305,Transfer
10306,Refund
10307,Transfer
10308,Refund
10309,Transfer
10310,Refund
10311,Transfer
10312,Refund
10313,Transfer
10314,Refund
10315,Transfer
10316,Refund
10317,Transfer
10318,Refund
10319,Transfer
10320,Refund
10321,Transfer
10322,Refund
10323,Transfer
10324,Refund
10325,Transfer
10326,Refund
10327,Transfer
10328,Refund
10329,Transfer
10330,Refund
10331,Transfer
10332,Refund
10333,Transfer
10334,Refund
10335,Transfer
10336,Refund
10337,Transfer
10338,Refund
10339,Transfer
10340,Refund
10341,Transfer
10342,Refund
10343,Transfer
10344,Refund
10345,Transfer
10346,Refund
10347,Transfer
10348,Refund
10349,Transfer
10350,Refund
10351,Transfer
10352,Refund
10353,Transfer
10354,Refund
10355,Transfer
10356,Refund
10357,Transfer
10358,Refund
10359,Transfer
10360,Refund
10361,Transfer
10362,Refund
10363,Transfer
10364,Refund
10365,Transfer
10366,Refund
10367,Transfer
10368,Refund
10369,Transfer
10370,Refund
10371,Transfer
10372,Refund
10373,Transfer
10374,Refund
10375,Transfer
10376,Refund
10377,Transfer
10378,Refund
10379,Transfer
10380,Refund
10381,Transfer
10382,Refund
10383,Transfer
10384,Refund
10385,Transfer
10386,Refund
10387,Transfer
10388,Refund
10389,Transfer
10390,Refund
10391,Transfer
10392,Refund
10393,Transfer
10394,Refund
10395,Transfer
10396,Refund
10397,Transfer
10398,Refund
10399,Transfer
10400,Refund
10401,Transfer
10402,Refund
10403,Transfer
10404,Refund
10405,Transfer
10406,Refund
10407,Transfer
10408,Refund
10409,Transfer
10410,Refund
10411,Transfer
10412,Refund
10413,Transfer
10414,Refund
10415,Transfer
10416,Refund
10417,Transfer
10418,Refund
10419,Transfer
10420,Refund
10421,Transfer
10422,Refund
10423,Transfer
10424,Refund
10425,Transfer
10426,Refund
10427,Transfer
10428,Refund
10429,Transfer
10430,Refund
10431,Transfer
10432,Refund
10433,Transfer
10434,Refund
10435,Transfer
10436,Refund
10437,Transfer
10438,Refund
10439,Transfer
10440,Refund
10441,Transfer
10442,Refund
10443,Transfer
10444,Refund
10445,Transfer
10446,Refund
10447,Transfer
10448,Refund
10449,Transfer
10450,Refund
10451,Transfer
10452,Refund
10453,Transfer
10454,Refund
10455,Transfer
10456,Refund
10457,Transfer
10458,Refund
10459,Transfer
10460,Refund
10461,Transfer
10462,Refund
10463,Transfer
10464,Refund
10465,Transfer
10466,Refund
10467,Transfer
10468,Refund
10469,Transfer
10470,Refund
10471,Transfer
10472,Refund
10473,Transfer
10474,Refund
10475,Transfer
10476,Refund
10477,Transfer
10478,Refund
10479,Transfer
10480,Refund
10481,Transfer
10482,Refund
10483,Transfer
10484,Refund
10485,Transfer
10486,Refund
10487,Transfer
10488,Refund
10489,Transfer
10490,Refund
10491,Transfer
10492,Refund
10493,Transfer
10494,Refund
10495,Transfer
10496,Refund
10497,Transfer
10498,Refund
10499,Transfer
10500,Refund
10501,Transfer
10502,Refund
10503,Transfer
10504,Refund
10505,Transfer
10506,Refund
10507,Transfer
10508,Refund
10509,Transfer
10510,Refund
10511,Transfer
10512,Refund
10513,Transfer
10514,Refund
10515,Transfer
10516,Refund
10517,Transfer
10518,Refund
10519,Transfer
10520,Refund
10521,Transfer
10522,Refund
10523,Transfer
10524,Refund
10525,Transfer
10526,Refund
10527,Transfer
10528,Refund
10529,Transfer
10530,Refund
10531,Transfer
10532,Refund
10533,Transfer
10534,Refund
10535,Transfer
10536,Refund
10537,Transfer
10538,Refund
10539,Transfer
10540,Refund
10541,Transfer
10542,Refund
10543,Transfer
10544,Refund
10545,Transfer
10546,Refund
10547,Transfer
10548,Refund
10549,Transfer
10550,Refund
10551,Transfer
10552,Refund
10553,Transfer
10554,Refund
10555,Transfer
10556,Refund
10557,Transfer
10558,Refund
10559,Transfer
10560,Refund
10561,Transfer
10562,Refund
10563,Transfer
10564,Refund
10565,Transfer
10566,Refund
10567,Transfer
10568,Refund
10569,Transfer
10570,Refund
10571,Transfer
10572,Refund
10573,Transfer
10574,Refund
10575,Transfer
10576,Refund
10577,Transfer
10578,Refund
10579,Transfer
10580,Refund
10581,Transfer
10582,Refund
10583,Transfer
10584,Refund
10585,Transfer
10586,Refund
10587,Transfer
10588,Refund
10589,Transfer
10590,Refund
10591,Transfer
10592,Refund
10593,Transfer
10594,Refund
10595,Transfer
10596,Refund
10597,Transfer
10598,Refund
10599,Transfer
10600,Refund
10601,Transfer
10602,Refund
10603,Transfer
10604,Refund
10605,Transfer
10606,Refund
10607,Transfer
10608,Refund
10609,Transfer
10610,Refund
10611,Transfer
10612,Refund
10613,Transfer
10614,Refund
10615,Transfer
10616,Refund
10617,Transfer
10618,Refund
10619,Transfer
10620,Refund
10621,Transfer
10622,Refund
10623,Transfer
10624,Refund
10625,Transfer
10626,Refund
10627,Transfer
10628,Refund
10629,Transfer
10630,Refund
10631,Transfer
10632,Refund
10633,Transfer
10634,Refund
10635,Transfer
10636,Refund
10637,Transfer
10638,Refund
10639,Transfer
10640,Refund
10641,Transfer
10642,Refund
10643,Transfer
10644,Refund
10645,Transfer
10646,Refund
10647,Transfer
10648,Refund
10649,Transfer
10650,Refund
10651,Transfer
10652,Refund
10653,Transfer
10654,Refund
10655,Transfer
10656,Refund
10657,Transfer
10658,Refund
10659,Transfer
10660,Refund
10661,Transfer
10662,Refund
10663,Transfer
10664,Refund
10665,Transfer
10666,Refund
10667,Transfer
10668,Refund
10669,Transfer
10670,Refund
10671,Transfer
10672,Refund
10673,Transfer
10674,Refund
10675,Transfer
10676,Refund
10677,Transfer
10678,Refund
10679,Transfer
10680,Refund
10681,Transfer
10682,Refund
10683,Transfer
10684,Refund
10685,Transfer
10686,Refund
10687,Transfer
10688,Refund
10689,Transfer
10690,Refund
10691,Transfer
10692,Refund
10693,Transfer
10694,Refund
10695,Transfer
10696,Refund
10697,Transfer
10698,Refund
10699,Transfer
10700,Refund
10701,Transfer
10702,Refund
10703,Transfer
10704,Refund
10705,Transfer
10706,Refund
10707,Transfer
10708,Refund
10709,Transfer
10710,Refund
10711,Transfer
10712,Refund
10713,Transfer
10714,Refund
10715,Transfer
10716,Refund
10717,Transfer
10718,Refund
10719,Transfer
10720,Refund
10721,Transfer
10722,Refund
10723,Transfer
10724,Refund
10725,Transfer
10726,Refund
10727,Transfer
10728,Refund
10729,Transfer
10730,Refund
10731,Transfer
10732,Refund
10733,Transfer
10734,Refund
10735,Transfer
10736,Refund
10737,Transfer
10738,Refund
10739,Transfer
10740,Refund
10741,Transfer
10742,Refund
10743,Transfer
10744,Refund
10745,Transfer
10746,Refund
10747,Transfer
10748,Refund
10749,Transfer
10750,Refund
10751,Transfer
10752,Refund
10753,Transfer
10754,Refund
10755,Transfer
10756,Refund
10757,Transfer
10758,Refund
10759,Transfer
10760,Refund
10761,Transfer
10762,Refund
10763,Transfer
10764,Refund
10765,Transfer
10766,Refund
10767,Transfer
10768,Refund
10769,Transfer
10770,Refund
10771,Transfer
10772,Refund
10773,Transfer
10774,Refund
10775,Transfer
10776,Refund
10777,Transfer
10778,Refund
10779,Transfer
10780,Refund
10781,Transfer
10782,Refund
10783,Transfer
10784,Refund
10785,Transfer
10786,Refund
10787,Transfer
10788,Refund
10789,Transfer
10790,Refund
10791,Transfer
10792,Refund
10793,Transfer
10794,Refund
10795,Transfer
10796,Refund
10797,Transfer
10798,Refund
10799,Transfer
10800,Refund
10801,Transfer
10802,Refund
10803,Transfer
10804,Refund
10805,Transfer
10806,Refund
10807,Transfer
10808,Refund
10809,Transfer
10810,Refund
10811,Transfer
10812,Refund
10813,Transfer
10814,Refund
10815,Transfer
10816,Refund
10817,Transfer
10818,Refund
10819,Transfer
10820,Refund
10821,Transfer
10822,Refund
10823,Transfer
10824,Refund
10825,Transfer
10826,Refund
10827,Transfer
10828,Refund
10829,Transfer
10830,Refund
10831,Transfer
10832,Refund
10833,Transfer
10834,Refund
10835,Transfer
10836,Refund
10837,Transfer
10838,Refund
10839,Transfer
10840,Refund
10841,Transfer
10842,Refund
10843,Transfer
10844,Refund
10845,Transfer
10846,Refund
10847,Transfer
10848,Refund
10849,Transfer
10850,Refund
10851,Transfer
10852,Refund
10853,Transfer
10854,Refund
10855,Transfer
10856,Refund
10857,Transfer
10858,Refund
10859,Transfer
10860,Refund
10861,Transfer
10862,Refund
10863,Transfer
10864,Refund
10865,Transfer
10866,Refund
10867,Transfer
10868,Refund
10869,Transfer
10870,Refund
10871,Transfer
10872,Refund
10873,Transfer
10874,Refund
10875,Transfer
10876,Refund
10877,Transfer
10878,Refund
10879,Transfer
10880,Refund
10881,Transfer
10882,Refund
10883,Transfer
10884,Refund
10885,Transfer
10886,Refund
10887,Transfer
10888,Refund
10889,Transfer
10890,Refund
10891,Transfer
10892,Refund
10893,Transfer
10894,Refund
10895,Transfer
10896,Refund
10897,Transfer
10898,Refund
10899,Transfer
10900,Refund
10901,Transfer
10902,Refund
10903,Transfer
10904,Refund
10905,Transfer
10906,Refund
10907,Transfer
10908,Refund
10909,Transfer
10910,Refund
10911,Transfer
10912,Refund
10913,Transfer
10914,Refund
10915,Transfer
10916,Refund
10917,Transfer
10918,Refund
10919,Transfer
10920,Refund
10921,Transfer
10922,Refund
10923,Transfer
10924,Refund
10925,Transfer
10926,Refund
10927,Transfer
10928,Refund
10929,Transfer
10930,Refund
10931,Transfer
10932,Refund
10933,Transfer
10934,Refund
10935,Transfer
10936,Refund
10937,Transfer
10938,Refund
10939,Transfer
10940,Refund
10941,Transfer
10942,Refund
10943,Transfer
10944,Refund
10945,Transfer
10946,Refund
10947,Transfer
10948,Refund
10949,Transfer
10950,Refund
10951,Transfer
10952,Refund
10953,Transfer
10954,Refund
10955,Transfer
10956,Refund
10957,Transfer
10958,Refund
10959,Transfer
10960,Refund
10961,Transfer
10962,Refund
10963,Transfer
10964,Refund
10965,Transfer
10966,Refund
10967,Transfer
10968,Refund
10969,Transfer
10970,Refund
10971,Transfer
10972,Refund
10973,Transfer
10974,Refund
10975,Transfer
10976,Refund
10977,Transfer
10978,Refund
10979,Transfer
10980,Refund
10981,Transfer
10982,Refund
10983,Transfer
10984,Refund
10985,Transfer
10986,Refund
10987,Transfer
10988,Refund
10989,Transfer
10990,Refund
10991,Transfer
10992,Refund
10993,Transfer
10994,Refund
10995,Transfer
10996,Refund
10997,Transfer
10998,Refund
10999,Transfer
11000,Refund
11001,Transfer
11002,Refund
11003,Transfer
11004,Refund
11005,Transfer
11006,Refund
11007,Transfer
11008,Refund
11009,Transfer
11010,Refund
11011,Transfer
11012,Refund
11013,Transfer
11014,Refund
11015,Transfer
11016,Refund
11017,Transfer
11018,Refund
11019,Transfer
11020,Refund
11021,Transfer
11022,Refund
11023,Transfer
11024,Refund
11025,Transfer
11026,Refund
11027,Transfer
11028,Refund
11029,Transfer
11030,Refund
11031,Transfer
11032,Refund
11033,Transfer
11034,Refund
11035,Transfer
11036,Refund
11037,Transfer
11038,Refund
11039,Transfer
11040,Refund
11041,Transfer
11042,Refund
11043,Transfer
11044,Refund
11045,Transfer
11046,Refund
11047,Transfer
11048,Refund
11049,Transfer
11050,Refund
11051,Transfer
11052,Refund
11053,Transfer
11054,Refund
11055,Transfer
11056,Refund
11057,Transfer
11058,Refund
11059,Transfer
11060,Refund
11061,Transfer
11062,Refund
11063,Transfer
11064,Refund
11065,Transfer
11066,Refund
11067,Transfer
11068,Refund
11069,Transfer
11070,Refund
11071,Transfer
11072,Refund
11073,Transfer
11074,Refund
11075,Transfer
11076,Refund
11077,Transfer
11078,Refund
11079,Transfer
11080,Refund
11081,Transfer
11082,Refund
11083,Transfer
11084,Refund
11085,Transfer
11086,Refund
11087,Transfer
11088,Refund
11089,Transfer
11090,Refund
11091,Transfer
11092,Refund
11093,Transfer
11094,Refund
11095,Transfer
11096,Refund
11097,Transfer
11098,Refund
11099,Transfer
11100,Refund
11101,Transfer
11102,Refund
11103,Transfer
11104,Refund
11105,Transfer
11106,Refund
11107,Transfer
11108,Refund
11109,Transfer
11110,Refund
11111,Transfer
11112,Refund
11113,Transfer
11114,Refund
11115,Transfer
11116,Refund
11117,Transfer
11118,Refund
11119,Transfer
11120,Refund
11121,Transfer
11122,Refund
11123,Transfer
11124,Refund
11125,Transfer
11126,Refund
11127,Transfer
11128,Refund
11129,Transfer
11130,Refund
11131,Transfer
11132,Refund
11133,Transfer
11134,Refund
11135,Transfer
11136,Refund
